organization,switch,switch_serial,port_id,port_name,enabled,data_total,data_upstream,data_downstream,bandwidth_total,bandwidth_upstream,bandwidth_downstream,energy_total
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,16,ShoreTel,True,941084,832762,108322,89.0,78.9,10.100000000000003,1702.3
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,17,ShoreTel,True,31473411,25724930,5748481,2984.0,2439.1,544.9,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,18,ShoreTel,True,28732483,24193162,4539321,2724.1,2293.7,430.40000000000015,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,19,ShoreTel,True,25315914,15940729,9375185,2400.5,1511.5,889.0000000000001,2258.0000000000005
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,20,ShoreTel,True,866252,795758,70494,81.79999999999998,75.49999999999999,6.300000000000001,1748.3999999999999
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,22,ShoreTel,True,29718893,24687702,5031191,2817.7,2340.7000000000007,476.99999999999994,2123.2999999999997
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,23,ShoreTel,True,865766,795157,70609,81.7,75.49999999999999,6.200000000000002,1726.2
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,25,Shortel PC,True,80705028,74058987,6646041,7652.099999999998,7021.799999999998,630.3000000000001,2154.0000000000005
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,28,Data 130,True,3657299,3657299,0,346.9,346.9,0.0,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,30,Data 130,True,11202028,9629006,1573022,1061.6,912.7,148.89999999999998,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,34,Data 130,True,14947475,11449237,3498238,1417.1000000000001,1085.4999999999998,331.59999999999997,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,36,LabCorp,True,50747037,35436526,15310511,4811.499999999998,3359.7,1451.7999999999995,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,37,Static - Talis,True,1740283,1478402,261881,165.80000000000004,140.39999999999998,25.40000000000001,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,38,Static - Taycon BACNet,True,1152056,723742,428314,109.4,68.70000000000002,40.699999999999996,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,39,Maintenance Mike,True,442001,396614,45387,40.500000000000014,37.4,3.1000000000000014,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,40,Static - Taycon BACNet,True,2540979,1396379,1144600,240.7,132.5,108.20000000000002,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,42,Static - Taycon BACNet,True,920173,606397,313776,87.20000000000002,57.399999999999984,29.800000000000004,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,47,Wireless AP,True,407835,309469,98366,37.4,28.099999999999984,9.3,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,48,Wireless AP,True,115740165,107071288,8668877,10974.1,10152.1,822.0,4445.700000000002
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,53,,True,93734968,44436079,49298889,8887.599999999999,4213.2,4674.399999999999,0.0
BCMH,Surgery Stack 1-3,Q2QW-3CG6-95SR,54,,True,800265116,131670433,668594683,75876.99999999999,12484.499999999998,63392.49999999999,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,3,ShorTel,True,18569466,12342616,6226850,1760.6999999999998,1170.3,590.4,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,4,ShorTel,True,51993726,34665690,17328036,4929.5999999999985,3286.800000000001,1642.8000000000002,2038.1999999999998
BCMH,Rich Hill,Q2QW-3CJN-4EEL,5,ShorTel,True,19624236,13332673,6291563,1860.7000000000003,1264.3000000000004,596.4,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,6,ShorTel,True,377240546,359919874,17320672,35768.1,34125.9,1642.2,2083.6000000000004
BCMH,Rich Hill,Q2QW-3CJN-4EEL,7,ShorTel,True,21554704,14099919,7454785,2043.8999999999996,1336.9,707.0000000000001,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,8,ShorTel,True,20411997,12751982,7660015,1935.3,1208.8999999999999,726.4000000000001,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,9,ShorTel,True,30246453,14223804,16022649,2867.800000000001,1348.8999999999999,1518.9000000000005,2276.9
BCMH,Rich Hill,Q2QW-3CJN-4EEL,10,ShorTel,True,22293260,14632059,7661201,2113.9,1387.5,726.4,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,11,ShorTel,True,727868,627249,100619,68.89999999999998,59.39999999999998,9.500000000000002,1706.7000000000003
BCMH,Rich Hill,Q2QW-3CJN-4EEL,12,ShorTel,True,12710523,3902353,8808170,1204.6999999999998,369.70000000000005,835.0000000000002,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,13,ShorTel,True,41088429,27403240,13685189,3895.5,2598.0999999999995,1297.4,2173.2
BCMH,Rich Hill,Q2QW-3CJN-4EEL,14,ShorTel,True,393145,369282,23863,36.99999999999999,34.8,2.1999999999999997,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,16,ShorTel,True,17168847,12293095,4875752,1628.1000000000001,1165.8000000000002,462.29999999999995,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,17,ShorTel,True,13120088,8548661,4571427,1244.2000000000003,810.6000000000003,433.59999999999997,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,18,ShorTel,True,16722080,11384058,5338022,1585.7,1079.5000000000002,506.19999999999993,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,19,ShorTel,True,1599619,1068536,531083,151.3,101.19999999999997,50.099999999999994,1765.3999999999999
BCMH,Rich Hill,Q2QW-3CJN-4EEL,25,ShorTel,True,1547961,1476576,71385,146.5,139.9,6.599999999999999,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,26,ShorTel,True,1393179,1253556,139623,132.79999999999998,119.30000000000001,13.499999999999998,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,27,AVTech Temp Monitor,True,549615,546110,3505,51.800000000000004,51.800000000000004,0.0,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,36,Camera System,True,1478771,957019,521752,140.4,90.8,49.60000000000002,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,46,Voice Vlan ShoreTel,True,3623175,2048290,1574885,343.50000000000006,194.20000000000002,149.29999999999998,0.0
BCMH,Rich Hill,Q2QW-3CJN-4EEL,47,Rich Hill Wireless AP,True,40236845,30759781,9477064,3814.6,2916.2,898.3999999999997,4285.3
BCMH,Rich Hill,Q2QW-3CJN-4EEL,48,Uplink to Butler,True,877496106,129726580,747769526,83199.80000000002,12300.099999999999,70899.7,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,1,Data 130,True,31629182,22986972,8642210,2998.6999999999994,2179.5,819.2000000000002,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,5,Data 130,True,4737835,3619828,1118007,449.20000000000005,343.3,105.89999999999999,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,7,Data 130,True,58112360,49824615,8287745,5509.599999999999,4724.100000000001,785.5000000000001,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,8,Data 130,True,23037889,18710005,4327884,2184.2999999999997,1774.1,410.20000000000005,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,11,Data 130,True,16811077,13688205,3122872,1594.1000000000001,1297.8999999999999,296.2,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,16,Data 130,True,30295632,21313443,8982189,2872.7,2020.7999999999995,851.9000000000001,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,18,Shortel,True,55540865,23867928,31672937,5266.199999999999,2263.2000000000003,3002.9999999999995,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,26,AVTech Pharmacy Core,True,386766,376695,10071,36.1,35.4,0.7,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,31,Pyxis C2 safe,True,5554443,3105812,2448631,526.0,294.1,231.9,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,32,ScottCare Pulmonary,True,3985793,3541320,444473,377.9,335.8,42.1,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,34,AVTech Pharmacy IV,True,382046,375807,6239,35.6,35.300000000000004,0.3,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,36,Data 130,True,50382644,37500423,12882221,4776.800000000001,3555.4999999999995,1221.3,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,37,Compliance and Printer,True,641957,545319,96638,60.80000000000001,51.49999999999999,9.3,2215.3
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,39,Data 130,True,20296168,17267884,3028284,1924.1999999999998,1637.2999999999997,286.90000000000003,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,40,Data 130,True,17764012,13115263,4648749,1684.5000000000002,1243.8,440.69999999999993,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,41,Shortel,True,1349223,1224841,124382,127.79999999999998,116.2,11.599999999999998,1726.7
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,44,HIM MFP,True,1545070,1463986,81084,146.50000000000003,138.80000000000007,7.699999999999999,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,45,Data,True,32975913,24520410,8455503,3126.4999999999995,2324.7,801.8000000000002,2327.3
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,48,Wireless APs,True,605020511,589171501,15849010,57365.00000000001,55862.200000000004,1502.8000000000002,4613.700000000001
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,53,,True,1084968220,954948028,130020192,102870.79999999999,90543.20000000001,12327.6,0.0
BCMH,Telco Rm Stack 2-4,Q2QW-3CK8-KUWN,54,,True,1521343830,252413578,1268930252,144245.8,23932.300000000003,120313.50000000001,0.0
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,1,ShoreTel,True,50802865,43257976,7544889,4816.700000000001,4101.200000000001,715.4999999999999,0.0
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,8,ShoreTel,True,14207347,9345488,4861859,1347.3,886.0999999999999,461.2,2221.2999999999993
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,9,ShoreTel (Hillrom staging),True,11724575,10339634,1384941,1111.5,980.3000000000001,131.2,0.0
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,10,ShoreTel,True,771785,701252,70533,72.89999999999999,66.59999999999998,6.299999999999998,1662.5000000000002
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,11,ShoreTel,True,31332596,23522772,7809824,2970.5000000000005,2230.1,740.3999999999997,2234.2000000000003
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,15,ShoreTel,True,38920031,27023353,11896678,3690.1999999999994,2562.2000000000003,1128.0,2186.5000000000005
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,19,ShoreTel,True,29894596,24642337,5252259,2834.7000000000003,2336.6999999999994,498.0,0.0
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,20,ShoreTel,True,28422698,22801837,5620861,2695.4,2162.2,533.1999999999999,0.0
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,22,ShoreTel,True,751288,682126,69162,70.4,64.49999999999999,5.900000000000003,1988.6999999999998
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,24,ShoreTel,True,14740488,11484232,3256256,1397.8,1088.9999999999998,308.8,1863.3
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,26,Data,True,25064835,16974537,8090298,2376.6000000000004,1609.3999999999999,767.1999999999998,2252.7999999999997
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,28,Data,True,28270010,24005269,4264741,2680.2000000000007,2276.0,404.20000000000005,0.0
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,29,ShoreTel,True,754151,683924,70227,70.9,64.79999999999998,6.100000000000002,1706.8000000000002
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,30,ShoreTel,True,24199695,18472186,5727509,2294.5999999999995,1751.8,542.8000000000001,2246.5000000000005
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,34,Data,True,26290826,22535668,3755158,2493.0,2136.8,356.20000000000005,0.0
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,35,Voice and Data,True,776558,699766,76792,73.39999999999998,66.1,7.300000000000002,1745.7
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,47,Wireless AP,True,707094887,683449006,23645881,67042.90000000002,64801.10000000001,2241.8,4486.6
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,53,,True,1336400527,123274024,1213126503,126710.4,11688.2,115022.19999999998,0.0
BCMH,2nd Floor Stack 1 - 3,Q2QW-3CLZ-8BRX,54,,True,812395863,783041599,29354264,77027.49999999999,74244.2,2783.2999999999997,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,1,ShoreTel,True,35106539,25325490,9781049,3328.3999999999996,2401.1000000000004,927.2999999999998,2187.1
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,2,ShoreTel,True,1338130,1038778,299352,126.69999999999996,98.3,28.399999999999995,1820.7
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,3,ShoreTel,True,858161,794636,63525,81.29999999999997,75.49999999999999,5.8,1726.7999999999997
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,4,ShoreTel,True,1127739,934013,193726,106.99999999999999,88.20000000000002,18.799999999999997,1756.0000000000002
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,5,ShoreTel,True,1218389,971003,247386,115.39999999999999,92.00000000000001,23.4,1711.2000000000003
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,9,ShoreTel,True,3165818,1956170,1209648,300.6,185.60000000000002,115.00000000000003,1789.1000000000001
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,10,ShoreTel,True,11778214,8399710,3378504,1116.4999999999998,796.1,320.4,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,11,ShoreTel,True,296246441,282340830,13905611,28088.800000000003,26770.3,1318.5,2174.4
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,12,ShoreTel,True,852938,794202,58736,80.5,75.1,5.400000000000001,1704.1000000000001
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,14,ShoreTel,True,855358,790368,64990,80.9,75.0,5.900000000000003,1657.8999999999999
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,16,ShoreTel,True,18763196,13558000,5205196,1779.1999999999998,1285.4999999999998,493.7,2185.6
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,17,ShoreTel,True,855369,790348,65021,80.9,75.0,5.900000000000003,1741.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,20,ShoreTel,True,850636,790159,60477,80.09999999999998,74.9,5.199999999999999,1623.3999999999996
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,21,ACU 1st Flr,True,3792301,1776810,2015491,359.3999999999999,168.2,191.2,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,22,ShoreTel,True,855403,790371,65032,80.9,75.0,5.900000000000003,1721.8
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,23,ShoreTel,True,848920,790153,58767,79.89999999999998,74.9,4.999999999999998,1696.7
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,24,ShoreTel,True,30411960,19657875,10754085,2883.8999999999996,1864.1999999999998,1019.6999999999999,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,25,Data 107 -Open Path ACU1,True,3576527,1883290,1693237,339.00000000000006,178.60000000000002,160.39999999999998,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,27,Data 130,True,32679915,22386279,10293636,3098.2000000000003,2122.5,975.6999999999998,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,30,Data 130,True,112018,25456,86562,10.6,2.4,8.2,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,32,Data 130,True,88034042,53956388,34077654,8346.8,5115.899999999999,3230.8999999999996,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,34,Data 130,True,12883853,11072034,1811819,1221.3000000000002,1049.6000000000001,171.70000000000005,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,35,Static,True,490764,431087,59677,46.89999999999999,41.099999999999994,5.8000000000000025,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,36,Static,True,753466,712768,40698,70.6,67.49999999999999,3.1000000000000014,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,37,Static,True,1582439,1537253,45186,149.60000000000002,145.80000000000004,3.8000000000000016,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,38,Static,True,1158297,925226,233071,109.70000000000002,87.79999999999998,21.900000000000006,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,46,Static,True,7831456,5941771,1889685,742.5,563.4999999999999,179.0,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,47,Wireless AP,True,105614386,96797378,8817008,10013.6,9177.799999999997,835.8,4513.700000000001
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,53,,True,800190504,668546522,131643982,75869.79999999999,63388.09999999999,12481.7,0.0
BCMH,Surgery Stack 1-2,Q2QW-3CMT-RJR5,54,,True,1418073692,244326545,1173747147,134454.5,23165.7,111288.79999999999,0.0
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,6,ShoreTel,True,183924016,175501562,8422454,17438.500000000004,16640.100000000002,798.4,3906.0000000000005
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,8,ShoreTel,True,756674,756674,0,71.80000000000001,71.80000000000001,0.0,3265.2000000000003
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,10,ShoreTel,True,769725,759484,10241,72.80000000000003,72.10000000000002,0.7,1486.4
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,12,ShoreTel,True,359856164,344851919,15004245,34119.9,32697.100000000002,1422.7999999999995,0.0
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,13,ShoreTel,True,854067,791899,62168,80.69999999999997,75.1,5.6,1675.8
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,35,Nutrition Services Clerk,True,481349,440250,41099,44.699999999999996,41.599999999999994,3.1000000000000014,0.0
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,37,Surgery GI Lab,True,611578,535790,75788,56.899999999999984,50.600000000000016,6.300000000000003,0.0
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,42,Static,True,7033871,5107399,1926472,667.1,484.5,182.59999999999997,0.0
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,47,Wireless AP,True,460659258,432239663,28419595,43677.4,40982.700000000004,2694.6999999999994,4502.9
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,53,,True,2460238059,181961482,2278276577,233267.29999999996,17252.600000000006,216014.69999999998,0.0
BCMH,Surgery Stack 1-5,Q2QW-3CNC-BMJG,54,,True,1464623233,1355036900,109586333,138867.69999999998,128477.39999999998,10390.300000000001,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,2,ShoerTel,True,187886324,178250348,9635976,17813.899999999998,16900.699999999997,913.1999999999999,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,3,ShoerTel,True,758796,758297,499,72.00000000000003,72.00000000000003,0.0,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,5,ShoerTel,True,1998976,1368802,630174,189.29999999999995,129.70000000000002,59.600000000000016,1758.9999999999995
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,6,ShoerTel,True,22238723,15170110,7068613,2108.8,1438.4999999999998,670.3,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,8,ShoreTel,True,1491681,792172,699509,141.7,75.1,66.60000000000002,3108.7
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,9,ShoerTel,True,939905,831883,108022,88.50000000000003,78.59999999999998,9.900000000000002,1633.7000000000003
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,12,ShoerTel,True,221646022,205930357,15715665,21015.199999999997,19525.3,1489.8999999999999,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,16,ShoerTel,True,863838,764667,99171,81.80000000000001,72.30000000000003,9.499999999999996,2224.9
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,17,ShoerTel,True,855291,790297,64994,80.9,75.0,5.900000000000003,1709.6999999999998
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,18,ShoerTel,True,857686,791528,66158,80.9,75.0,5.900000000000003,1702.1999999999998
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,19,ShoerTel,True,859778,793142,66636,81.4,75.3,6.100000000000002,1622.6000000000006
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,20,ShoerTel,True,35700498,29670330,6030168,3385.4000000000005,2813.5,571.9,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,21,ShoerTel,True,858093,791702,66391,81.4,75.19999999999999,6.200000000000003,1708.1000000000001
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,23,ShoerTel,True,855417,790371,65046,80.9,75.0,5.900000000000003,1698.6999999999998
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,24,ShoerTel,True,1200883,962739,238144,113.59999999999998,91.30000000000001,22.29999999999999,1683.8
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,26,Data 130,True,5234191,4844096,390095,496.00000000000006,459.2000000000001,36.800000000000004,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,30,Data 130,True,44068099,37031049,7037050,4178.6,3511.3,667.3000000000001,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,31,AVTech Temp Sensor,True,765098,760003,5095,72.20000000000003,72.10000000000002,0.1,1730.9000000000003
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,36,Static,True,2078604,1331961,746643,196.90000000000003,126.2,70.69999999999999,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,37,Static - Talis,True,1692525,1428626,263899,161.00000000000003,135.49999999999997,25.500000000000007,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,38,Static - Talis,True,2593482,1973283,620199,246.29999999999998,187.1,59.199999999999974,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,40,Static - Talis,True,1305336,1047532,257804,123.9,99.1,24.800000000000008,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,45,Employee Entrance Camera,True,131358963,7435490,123923473,12454.799999999997,705.0,11749.800000000003,2939.1999999999994
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,47,Wireless AP,True,632127980,590924963,41203017,59934.89999999999,56028.4,3906.5,4596.799999999999
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,48,Wireless AP,True,407354,309087,98267,37.4,28.099999999999984,9.3,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,49,,True,5716296446,648613241,5067683205,541989.7,61498.00000000001,480491.7,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,53,,True,1418207326,1173828773,244378553,134467.0,111296.4,23170.599999999995,0.0
BCMH,Surgery Stack 1-1,Q2QW-3CZS-3LES,54,,True,2697240836,2467128251,230112585,255738.19999999995,233920.4,21817.8,0.0
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,2,ShoreTel,True,1852929,824268,1028661,175.70000000000002,78.09999999999998,97.6,2607.0999999999995
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,3,ShoreTel,True,26433738,21989239,4444499,2506.3999999999996,2084.8,421.5999999999999,0.0
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,4,ShoreTel,True,13197006,7637554,5559452,1251.2000000000005,724.2,527.0,0.0
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,5,ShoreTel,True,30556120,23685500,6870620,2896.9999999999995,2245.600000000001,651.3999999999999,0.0
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,7,ShoreTel,True,8087923,5685466,2402457,766.6999999999999,539.0000000000001,227.70000000000002,0.0
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,8,Talis,True,2682598,2046110,636488,253.99999999999997,194.40000000000003,59.59999999999997,0.0
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,9,ShoreTel,True,1448912,791049,657863,137.0,74.89999999999999,62.1,2458.5
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,10,ShoreTel,True,37670791,28072025,9598766,3571.4,2661.7,909.7000000000002,2233.0999999999995
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,12,ShoreTel,True,848744354,826496472,22247882,80473.19999999998,78364.00000000003,2109.2000000000003,2122.100000000001
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,14,ShoreTel,True,856456,798424,58032,80.59999999999997,75.70000000000002,4.899999999999999,1726.2999999999997
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,15,ShoreTel,True,866836,796257,70579,82.00000000000001,75.5,6.500000000000003,1720.1
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,17,ShoreTel,True,12352618,9630264,2722354,1171.3000000000002,913.4,257.90000000000003,1938.7
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,18,ShoreTel,True,1359502,792087,567415,128.49999999999997,74.9,53.6,2456.3
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,19,ShoreTel,True,885575,805166,80409,83.4,76.4,7.000000000000003,1742.1000000000004
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,20,ShoreTel,True,102968877,94496088,8472789,9763.3,8959.9,803.4000000000001,2091.4
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,21,ShoreTel,True,1140509,932840,207669,108.10000000000001,88.5,19.6,1768.6999999999998
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,22,ShoreTel,True,1167341,946532,220809,110.59999999999998,89.60000000000001,20.999999999999993,1706.2
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,23,ShoreTel,True,857027,791261,65766,81.00000000000001,75.0,6.000000000000003,1664.6
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,24,ShoreTel,True,866216,794619,71597,81.5,75.19999999999999,6.300000000000003,1713.6000000000001
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,26,Data 130,True,4145454,27100,4118354,393.09999999999997,2.6,390.5,0.0
BCMH,Surgery Stack 1-4,Q2QW-3D4X-35EN,28,Data 130,True,12971104,10588697,2382407,1230.0,1004.0,226.00000000000003,0.0
